Area_Code,Country_Origin,Year,AsylumSeekersNumber,InternationalMigrantStock_Percentage,InternationalMigrantStock_BothSexesNumber,InternationalMigrantStock_FemalePercentage,InternationalMigrantStock_MalePercentage,OtherOfConcernToUNHCR,TotalPopulationOfConcern,TotalRefugees
376,Israel,2010,5575.0,26.5518,1950615.0,28.5155,24.5394,9.0,31055.0,25471.0
376,Israel,2015,6591.0,25.2144,2011727.0,27.3193,23.0744,88.0,45179.0,38500.0
376,Israel,2019,37085.0,22.9635,1956346.0,24.9548,20.9511,42.0,55078.0,17951.0
380,Italy,2005,,6.7857,3954790.0,7.1184,6.4331,940.0,21615.0,20675.0
380,Italy,2010,4076.0,9.7562,5787893.0,10.2023,9.2804,858.0,61331.0,56397.0
380,Italy,2015,48307.0,9.5832,5805328.0,10.1574,8.9739,606.0,142628.0,93715.0
380,Italy,2019,67207.0,10.3612,6273722.0,10.8257,9.8711,822.0,261365.0,193336.0
384,Côte d’Ivoire,2005,2443.0,12.3408,2265090.0,11.2575,13.3775,71050.0,115120.0,41627.0
384,Côte d’Ivoire,2010,256.0,11.5256,2366537.0,10.4496,12.5685,538068.0,564542.0,26218.0
384,Côte d’Ivoire,2015,667.0,10.6259,2467984.0,9.5946,11.6336,724131.0,726770.0,1972.0
384,Côte d’Ivoire,2019,237.0,9.9125,2549141.0,8.9274,10.8799,690612.0,692799.0,1950.0
388,Jamaica,2005,,0.8874,24314.0,0.8717,0.9033,,,
388,Jamaica,2010,,0.8425,23677.0,0.8247,0.8604,,21.0,21.0
388,Jamaica,2015,3.0,0.8013,23167.0,0.7839,0.819,,18.0,15.0
388,Jamaica,2019,13.0,0.796,23468.0,0.7779,0.8144,,28.0,15.0
392,Japan,2005,533.0,1.5675,2011555.0,1.6509,1.4808,1770.0,4244.0,1941.0
392,Japan,2010,3047.0,1.6603,2134151.0,1.769,1.5467,1397.0,7030.0,2586.0
392,Japan,2015,10705.0,1.7441,2232189.0,1.8062,1.6791,631.0,13755.0,2419.0
392,Japan,2019,29162.0,1.9698,2498891.0,1.9885,1.9502,710.0,31522.0,1650.0
398,Kazakhstan,2005,65.0,20.1459,3103027.0,20.4196,19.8513,50598.0,57928.0,7265.0
398,Kazakhstan,2010,314.0,20.5198,3334937.0,20.3624,20.6881,7969.0,12689.0,4406.0
398,Kazakhstan,2015,149.0,20.1802,3546060.0,19.7287,20.6612,7038.0,7849.0,662.0
398,Kazakhstan,2019,175.0,19.9745,3705556.0,19.5637,20.4105,8204.0,8940.0,561.0
400,Jordan,2005,16570.0,40.3323,2325414.0,40.9083,39.7918,329.0,17864.0,965.0
400,Jordan,2010,2159.0,37.4987,2722983.0,37.6239,37.3784,107.0,453181.0,450915.0
400,Jordan,2015,20693.0,33.5833,3112026.0,33.7808,33.391,,684795.0,664102.0
400,Jordan,2019,54449.0,33.1301,3346703.0,33.3036,32.9608,855.0,756110.0,700806.0
404,Kenya,2005,16460.0,2.1116,773354.0,2.0213,2.2032,481.0,268212.0,251271.0
404,Kenya,2010,27966.0,2.272,954925.0,2.2769,2.267,320083.0,750954.0,402905.0
404,Kenya,2015,40341.0,2.3536,1126886.0,2.3406,2.3669,21231.0,613844.0,552272.0
404,Kenya,2019,49389.0,1.9874,1044854.0,1.9754,1.9995,18500.0,492544.0,424655.0
408,Dem. People's Rep. Korea,2005,,0.1677,40097.0,0.1663,0.1692,,,
408,Dem. People's Rep. Korea,2010,,0.1793,44010.0,0.1772,0.1815,,,
408,Dem. People's Rep. Korea,2015,,0.1924,48458.0,0.1892,0.1958,,,
408,Dem. People's Rep. Korea,2019,,0.1924,49393.0,0.1892,0.1958,,,
410,Republic of Korea,2005,519.0,0.9981,486065.0,0.8313,1.1637,,588.0,69.0
410,Republic of Korea,2010,712.0,1.8568,919987.0,1.5962,2.1164,179.0,1249.0,358.0
410,Republic of Korea,2015,5102.0,2.2491,1143087.0,1.9785,2.5186,200.0,6615.0,1313.0
410,Republic of Korea,2019,22070.0,2.2716,1163655.0,1.9976,2.5449,197.0,27725.0,5458.0
414,Kuwait,2005,203.0,58.7317,1333327.0,44.6098,68.5265,101000.0,102726.0,1523.0
414,Kuwait,2010,3275.0,62.5538,1871537.0,44.5101,75.7174,93000.0,96459.0,184.0
414,Kuwait,2015,1040.0,74.7248,2866136.0,61.0459,84.3025,93000.0,94633.0,593.0
414,Kuwait,2019,1005.0,72.1366,3034845.0,62.1063,78.5704,92016.0,93736.0,715.0
417,Kyrgyzstan,2005,498.0,6.0961,309399.0,7.0845,5.0905,100004.0,103100.0,2598.0
417,Kyrgyzstan,2010,554.0,4.2798,232065.0,5.0123,3.5301,301164.0,304176.0,2458.0
417,Kyrgyzstan,2015,168.0,3.4297,204382.0,4.0445,2.802,13678.0,14279.0,433.0
417,Kyrgyzstan,2019,138.0,3.1213,200260.0,3.6803,2.5503,108.0,596.0,350.0
418,Lao People's Dem. Rep.,2005,,0.3542,20371.0,0.3249,0.3841,,,
418,Lao People's Dem. Rep.,2010,,0.5274,32955.0,0.4071,0.6496,,,
418,Lao People's Dem. Rep.,2015,,0.6755,45538.0,0.4822,0.8676,,,
418,Lao People's Dem. Rep.,2019,,0.6733,48275.0,0.4811,0.8641,,5.0,5.0
419,Latin America & the Caribbean,2005,,1.296,7224942.0,1.2863,1.3058,,,
419,Latin America & the Caribbean,2010,,1.3972,8262433.0,1.3857,1.4091,,,
419,Latin America & the Caribbean,2015,37378.0,1.5132,9441679.0,1.4899,1.5374,6697290.0,7071220.0,336552.0
419,Latin America & the Caribbean,2019,759306.0,1.8011,11673288.0,1.7692,1.8341,12450136.0,13430404.0,220962.0
422,Lebanon,2005,1450.0,16.106,756784.0,15.8761,16.328,451.0,2979.0,1078.0
422,Lebanon,2010,1417.0,16.5686,820655.0,16.136,16.9878,40.0,9520.0,8063.0
422,Lebanon,2015,10851.0,30.2051,1973204.0,31.5816,28.8466,5813.0,1189052.0,1172388.0
422,Lebanon,2019,16258.0,27.1872,1863873.0,28.4165,25.9731,3156.0,949623.0,930209.0
426,Lesotho,2005,,0.3151,6290.0,0.2799,0.3528,,,
426,Lesotho,2010,,0.3214,6414.0,0.2871,0.3577,,,
426,Lesotho,2015,1.0,0.3192,6572.0,0.2878,0.3516,,45.0,44.0
426,Lesotho,2019,33.0,0.326,6928.0,0.2949,0.3579,,149.0,116.0
428,Latvia,2005,9.0,16.7285,376725.0,18.2026,14.9874,418638.0,418658.0,11.0
428,Latvia,2010,53.0,14.8092,313786.0,16.4646,12.8496,326906.0,327027.0,68.0
428,Latvia,2015,171.0,13.2864,265418.0,14.9182,11.3583,262802.0,263168.0,195.0
428,Latvia,2019,38.0,12.4435,237266.0,13.9844,10.638,224844.0,225541.0,659.0
430,Liberia,2005,29.0,2.7093,87188.0,2.2376,3.1811,498604.0,508801.0,10168.0
430,Liberia,2010,28.0,2.5474,99129.0,2.1742,2.9196,1855.0,26626.0,24743.0
430,Liberia,2015,18.0,2.5441,113779.0,2.1942,2.8917,1486.0,40408.0,38904.0
430,Liberia,2019,46.0,1.9129,94448.0,1.6526,2.1707,6.0,8752.0,8700.0
434,Libya,2005,200.0,10.7821,625212.0,6.3944,14.9045,35.0,12401.0,12166.0
434,Libya,2010,3194.0,11.0364,683998.0,6.404,15.4772,37.0,11154.0,7923.0
434,Libya,2015,8904.0,12.0148,771146.0,7.0033,16.9049,434869.0,471721.0,27948.0
434,Libya,2019,46277.0,12.0726,818216.0,7.021,17.0242,268629.0,321409.0,6503.0
438,Liechtenstein,2005,60.0,54.4407,18898.0,,,,210.0,150.0
438,Liechtenstein,2010,44.0,62.0715,22342.0,,,6.0,142.0,92.0
438,Liechtenstein,2015,75.0,63.5148,23799.0,,,2.0,184.0,107.0
438,Liechtenstein,2019,39.0,66.9849,25467.0,,,,209.0,170.0
440,Lithuania,2005,55.0,6.0165,201209.0,5.9765,6.0627,8709.0,9295.0,531.0
440,Lithuania,2010,71.0,5.1467,160772.0,5.4076,4.8406,3679.0,4553.0,803.0
440,Lithuania,2015,54.0,4.6394,136021.0,4.9637,4.2594,3583.0,4692.0,1055.0
440,Lithuania,2019,287.0,4.2476,117218.0,4.5798,3.8616,3039.0,5116.0,1790.0
442,Luxembourg,2005,,32.8974,150618.0,32.6273,33.1737,74.0,1896.0,1822.0
442,Luxembourg,2010,697.0,32.1216,163142.0,31.9735,32.2715,173.0,4124.0,3254.0
442,Luxembourg,2015,831.0,43.9157,248888.0,43.4853,44.3428,81.0,2104.0,1192.0
442,Luxembourg,2018,1015.0,,,,,83.0,3144.0,2046.0
442,Luxembourg,2019,1171.0,47.3785,291723.0,46.9611,47.787,,5742.0,4571.0
446,"China, Macao SAR",2005,,57.8447,279308.0,58.755,56.8378,,,
446,"China, Macao SAR",2010,9.0,59.1778,318506.0,61.4876,56.6759,1.0,10.0,
446,"China, Macao SAR",2015,6.0,62.4606,376066.0,64.3179,60.4447,,6.0,
446,"China, Macao SAR",2019,2.0,62.3897,399572.0,64.3355,60.2855,,2.0,
450,Madagascar,2005,,0.1421,26058.0,0.1229,0.1615,,,
450,Madagascar,2010,,0.1367,28905.0,0.1177,0.1557,1.0,1.0,
450,Madagascar,2015,9.0,0.1324,32075.0,0.1136,0.1512,,19.0,10.0
450,Madagascar,2019,80.0,0.1295,34934.0,0.1113,0.1479,,191.0,111.0
454,Malawi,2005,5331.0,1.7556,221661.0,1.8051,1.7046,49.0,9620.0,4240.0
454,Malawi,2010,9362.0,1.4974,217722.0,1.5416,1.4519,131.0,15233.0,5740.0
454,Malawi,2015,13669.0,1.3903,232803.0,1.4351,1.3441,,22632.0,8963.0
454,Malawi,2019,25299.0,1.3294,247652.0,1.3736,1.2839,250.0,39281.0,13732.0
458,Malaysia,2005,10838.0,7.4677,1918504.0,6.2684,8.6083,61555.0,106086.0,33693.0
458,Malaysia,2010,11339.0,8.5699,2417395.0,6.9368,10.1028,120015.0,212870.0,81516.0
458,Malaysia,2015,54400.0,10.8377,3280681.0,8.7463,12.8085,120000.0,271973.0,97573.0
458,Malaysia,2019,50285.0,10.7368,3430380.0,8.5867,12.7695,89631.0,266519.0,126603.0
462,Maldives,2005,,14.0938,45045.0,11.7689,16.22,,,
462,Maldives,2010,,14.945,54659.0,7.7513,20.9923,,,
462,Maldives,2015,,14.1286,64273.0,4.3193,20.7634,,,
462,Maldives,2019,,13.0424,69249.0,4.382,18.0644,,,
466,Mali,2005,1833.0,2.0101,256797.0,1.9409,2.0799,,13066.0,11233.0
466,Mali,2010,1703.0,2.2551,339375.0,2.2212,2.289,,15261.0,13558.0
466,Mali,2015,386.0,2.4113,420504.0,2.3775,2.4451,132953.0,148309.0,14970.0
466,Mali,2019,948.0,2.3819,468230.0,2.3519,2.4118,155160.0,182928.0,26820.0
470,Malta,2005,149.0,6.0694,24560.0,6.2073,5.929,,2088.0,1939.0
470,Malta,2010,1295.0,7.9681,33008.0,7.6157,8.3256,,7431.0,6136.0
470,Malta,2015,425.0,12.1418,52642.0,11.2241,13.058,,6520.0,6095.0
470,Malta,2019,1951.0,19.2903,84949.0,17.7432,20.8286,11.0,10688.0,8726.0
474,Martinique,2005,,14.3594,57034.0,14.6866,13.9845,,,
474,Martinique,2010,,15.0952,59575.0,15.6496,14.4485,,,
474,Martinique,2015,,16.3103,61731.0,17.0862,15.4092,,,
474,Martinique,2019,,16.4149,61647.0,17.1257,15.5823,,,
478,Mauritania,2005,92.0,1.9218,58119.0,1.684,2.1609,29500.0,30224.0,632.0
478,Mauritania,2010,241.0,2.4234,84679.0,2.0646,2.7823,9.0,26967.0,26717.0
478,Mauritania,2015,407.0,4.1162,166552.0,3.5904,4.6396,,77258.0,76851.0
478,Mauritania,2019,1177.0,3.8223,172987.0,3.3374,4.3034,,87342.0,86165.0
480,Mauritius,2005,,1.6078,19647.0,1.7366,1.4767,,,
480,Mauritius,2010,,1.9901,24836.0,1.8507,2.132,,,
480,Mauritius,2015,,2.2696,28585.0,2.0063,2.538,,,
480,Mauritius,2019,5.0,2.2722,28849.0,2.0025,2.5486,,26.0,21.0
484,Mexico,2005,161.0,0.6721,712487.0,0.6514,0.6938,,3390.0,3229.0
484,Mexico,2010,172.0,0.8498,969538.0,0.8218,0.879,6.0,1573.0,1395.0
484,Mexico,2015,,0.8443,1028803.0,0.8237,0.8657,68.0,2226.0,2158.0
484,Mexico,2019,50499.0,0.8314,1060707.0,0.8114,0.8524,232916.0,302089.0,18674.0
492,Monaco,2005,,62.9731,21312.0,,,,,
492,Monaco,2010,1.0,59.3395,21132.0,,,,1.0,
492,Monaco,2015,,68.8875,25983.0,,,,33.0,33.0
492,Monaco,2019,,68.0397,26511.0,,,,25.0,25.0
496,Mongolia,2005,2.0,0.4543,11477.0,0.3072,0.6028,581.0,583.0,
496,Mongolia,2010,1.0,0.5905,16062.0,0.305,0.8807,260.0,273.0,12.0
496,Mongolia,2015,5.0,0.6632,19886.0,0.4354,0.8963,16.0,32.0,11.0
496,Mongolia,2019,3.0,0.6551,21128.0,0.4289,0.8877,27.0,56.0,26.0
498,Republic of Moldova,2005,148.0,4.1142,171122.0,4.7616,3.4099,1543.0,1775.0,84.0
498,Republic of Moldova,2010,81.0,3.169,129488.0,3.643,2.6571,2032.0,2261.0,148.0
498,Republic of Moldova,2015,164.0,2.6132,106374.0,2.9751,2.2219,6233.0,6786.0,389.0
498,Republic of Moldova,2019,110.0,2.5898,104713.0,2.9388,2.2106,3632.0,4159.0,417.0
499,Montenegro,2010,5.0,12.5765,78512.0,14.8332,10.2631,1886.0,18255.0,16364.0
499,Montenegro,2015,7.0,11.4392,71719.0,13.7333,9.0923,13602.0,19812.0,6203.0
499,Montenegro,2019,440.0,11.3007,70967.0,13.5394,9.0117,12442.0,13583.0,701.0
500,Montserrat,2005,,25.7291,1244.0,,,,,
500,Montserrat,2010,14.0,26.3523,1291.0,,,,14.0,
500,Montserrat,2015,,27.1995,1351.0,,,,,
500,Montserrat,2019,,27.5606,1375.0,,,,,
504,Morocco,2005,1843.0,0.1786,54379.0,0.1741,0.1831,4.0,2066.0,219.0
504,Morocco,2010,280.0,0.2192,70909.0,0.2145,0.2241,,1072.0,792.0
504,Morocco,2015,2216.0,0.2666,92424.0,0.2632,0.2701,,4360.0,2144.0
504,Morocco,2019,2671.0,0.2703,98574.0,0.2671,0.2735,,9059.0,6388.0
508,Mozambique,2005,4015.0,1.2915,264679.0,1.2847,1.2988,40.0,6009.0,1954.0
508,Mozambique,2010,5914.0,1.3024,306471.0,1.3002,1.3047,1.0,9992.0,4077.0
508,Mozambique,2015,14257.0,1.19,321794.0,1.192,1.1878,7.0,18816.0,4552.0
508,Mozambique,2018,21072.0,,,,,21359.0,47424.0,4993.0
508,Mozambique,2019,20452.0,1.1021,334665.0,1.1071,1.0968,,25118.0,4666.0
512,Oman,2005,4.0,26.527,666160.0,12.6792,37.1628,,11.0,7.0
512,Oman,2010,13.0,26.8367,816221.0,13.048,35.9078,,91.0,78.0
512,Oman,2015,268.0,43.4984,1856226.0,20.4949,55.7682,,390.0,122.0
512,Oman,2019,256.0,45.9544,2286226.0,22.1645,58.1993,,564.0,308.0
516,Namibia,2005,1073.0,5.5381,107347.0,4.9558,6.1631,2752.0,9132.0,5307.0
516,Namibia,2010,1421.0,4.9001,103826.0,4.3862,5.4494,93.0,8768.0,7254.0
516,Namibia,2015,1100.0,4.3897,101618.0,3.9247,4.8854,1684.0,4443.0,1659.0
516,Namibia,2019,1519.0,4.3119,107561.0,3.8597,4.7928,19.0,4287.0,2749.0
520,Nauru,2005,,22.8754,2253.0,,,,,
520,Nauru,2010,,11.8241,1183.0,,,,,
520,Nauru,2015,290.0,18.2028,1890.0,,,,796.0,506.0
520,Nauru,2019,407.0,19.6541,2114.0,,,,1195.0,788.0
524,Nepal,2005,1272.0,2.6392,679457.0,3.4288,1.8393,410929.0,538637.0,126436.0
524,Nepal,2010,938.0,2.1421,578657.0,2.837,1.4253,800571.0,891317.0,89808.0
524,Nepal,2015,57.0,1.8859,509471.0,2.4157,1.2612,409.0,36753.0,36287.0
524,Nepal,2019,45.0,1.7156,490802.0,2.1997,1.1381,549.0,19298.0,18704.0
528,Netherlands,2005,14664.0,10.6074,1736127.0,10.819,10.3923,6872.0,139725.0,118189.0
528,Netherlands,2010,13053.0,10.9844,1832510.0,11.3263,10.6376,2095.0,90109.0,74961.0
528,Netherlands,2015,8097.0,11.7857,1996318.0,12.2563,11.3096,1951.0,92542.0,82494.0
528,Netherlands,2019,13728.0,13.3519,2282791.0,13.7468,12.9539,1951.0,109057.0,93378.0
531,Curaçao,2010,2.0,23.2097,34627.0,25.3379,20.7075,,9.0,7.0
531,Curaçao,2015,41.0,23.5294,37611.0,25.5648,21.1208,,85.0,44.0
531,Curaçao,2019,358.0,25.0165,40883.0,27.2473,22.3923,25687.0,26146.0,101.0
533,Aruba,2005,,32.5299,32540.0,34.2796,30.6029,,,
533,Aruba,2010,1.0,33.7635,34327.0,35.7444,31.5919,,1.0,
533,Aruba,2015,2.0,34.6115,36114.0,36.546,32.4778,,2.0,
533,Aruba,2018,292.0,,,,,,293.0,1.0
533,Aruba,2019,411.0,34.3624,36532.0,36.2235,32.3038,15598.0,16009.0,
534,Sint Maarten (Dutch part),2010,3.0,76.6799,26200.0,,,,4.0,1.0
534,Sint Maarten (Dutch part),2015,5.0,68.2921,27295.0,,,,8.0,3.0
534,Sint Maarten (Dutch part),2019,3.0,66.6698,28260.0,,,93.0,102.0,6.0
535,"Bonaire, St. Eustatius & Saba",2005,,34.9531,62205.0,,,,,
535,"Bonaire, St. Eustatius & Saba",2010,1.0,54.6562,11445.0,,,,1.0,
535,"Bonaire, St. Eustatius & Saba",2015,,52.9182,13002.0,,,,,
535,"Bonaire, St. Eustatius & Saba",2019,,59.602,15484.0,,,,,
540,New Caledonia,2005,,23.4328,55405.0,21.75,25.0877,,,
540,New Caledonia,2010,,24.1229,61158.0,22.4747,25.7457,,,
540,New Caledonia,2015,,25.4112,68881.0,24.3323,26.4727,,,
540,New Caledonia,2019,,25.6541,72537.0,24.5875,26.7068,,,
548,Vanuatu,2005,,1.3379,2800.0,1.3675,1.3095,,,
548,Vanuatu,2010,,1.2662,2991.0,1.2934,1.2399,,4.0,4.0
548,Vanuatu,2015,1.0,1.1755,3187.0,1.201,1.1507,,1.0,
548,Vanuatu,2019,1.0,1.0821,3245.0,1.1045,1.0603,,1.0,
554,New Zealand,2005,396.0,20.3115,839952.0,20.4902,20.1254,6.0,5709.0,5307.0
554,New Zealand,2010,216.0,21.6803,947443.0,21.9573,21.3932,1.0,2524.0,2307.0
554,New Zealand,2015,251.0,22.5318,1039736.0,22.8921,22.1593,,1600.0,1349.0
554,New Zealand,2019,436.0,22.3442,1068739.0,22.6952,21.9812,,2618.0,2182.0
558,Nicaragua,2005,1.0,0.642,34918.0,0.6224,0.6621,,228.0,227.0
558,Nicaragua,2010,12.0,0.641,37333.0,0.6161,0.6667,,76.0,64.0
558,Nicaragua,2015,25.0,0.647,40262.0,0.6191,0.6756,5.0,391.0,361.0
558,Nicaragua,2019,131.0,0.6443,42172.0,0.6166,0.6728,368.0,825.0,326.0
562,Niger,2005,48.0,0.9135,124461.0,0.9544,0.8723,37.0,386.0,301.0
562,Niger,2010,18.0,0.7681,126464.0,0.8065,0.7297,5.0,337.0,314.0
562,Niger,2015,122.0,1.2649,252998.0,1.3346,1.1956,120000.0,202186.0,82064.0
562,Niger,2019,4109.0,1.2619,294161.0,1.3344,1.1902,229539.0,411231.0,177583.0
566,Nigeria,2005,420.0,0.698,969294.0,0.589,0.8049,3290.0,12729.0,9019.0
566,Nigeria,2010,1815.0,0.6238,988679.0,0.5272,0.7181,34.0,10596.0,8747.0
566,Nigeria,2015,909.0,0.662,1199115.0,0.6053,0.7173,1508017.0,1510205.0,1279.0
566,Nigeria,2019,1009.0,0.6252,1256408.0,0.5721,0.6769,2167924.0,2211092.0,42159.0
570,Niue,2005,,31.016,522.0,,,,,
570,Niue,2010,,36.403,589.0,,,,,
570,Niue,2015,,36.3187,588.0,,,,,
570,Niue,2019,,36.4087,588.0,,,,,
578,Norway,2005,,7.7961,361144.0,7.9131,7.6773,1143.0,44177.0,43034.0
578,Norway,2010,12473.0,10.7821,526799.0,10.5709,10.9933,3150.0,55883.0,40260.0
578,Norway,2015,5885.0,14.3538,746375.0,13.8269,14.8736,1997.0,54925.0,47043.0
578,Norway,2019,1719.0,16.1329,867765.0,15.6333,16.6224,2809.0,59864.0,55336.0
580,Northern Mariana Islands,2005,,66.3967,37542.0,,,,,
580,Northern Mariana Islands,2010,,44.7796,24168.0,,,,,
580,Northern Mariana Islands,2015,,38.8096,21648.0,,,,,
580,Northern Mariana Islands,2019,,38.1274,21815.0,,,,,
583,Micronesia (Fed. States of),2005,,2.7372,2905.0,2.5672,2.9014,,,
583,Micronesia (Fed. States of),2010,,2.7266,2806.0,2.5713,2.8771,,,
583,Micronesia (Fed. States of),2015,34.0,2.5309,2756.0,2.3962,2.6616,,34.0,
583,Micronesia (Fed. States of),2016,1.0,,,,,,4.0,3.0
583,Micronesia (Fed. States of),2017,,,,,,,4.0,4.0
583,Micronesia (Fed. States of),2019,,2.4768,2819.0,2.3434,2.606,,,
584,Marshall Islands,2005,,4.374,2417.0,,,,,
584,Marshall Islands,2010,,5.4803,3089.0,,,,,
584,Marshall Islands,2015,,5.7174,3284.0,,,,,
584,Marshall Islands,2019,,5.6063,3296.0,,,,,
585,Palau,2005,,30.5495,6043.0,,,,,
585,Palau,2010,,30.5764,5490.0,,,,,
585,Palau,2015,,27.9479,4937.0,,,,1.0,1.0
585,Palau,2016,1.0,,,,,,1.0,
585,Palau,2017,,,,,,,5.0,5.0
585,Palau,2019,,28.1319,5066.0,,,,,
586,Pakistan,2005,3426.0,1.9782,3171132.0,1.8841,2.0665,461123.0,1549243.0,1084694.0
586,Pakistan,2010,2095.0,2.1968,3941586.0,2.1462,2.2444,2248308.0,4151024.0,1900621.0
586,Pakistan,2015,6103.0,1.7583,3506520.0,1.7162,1.798,1893008.0,3439965.0,1540854.0
586,Pakistan,2019,6978.0,1.5044,3257978.0,1.4682,1.5385,100700.0,1518362.0,1410684.0
591,Panama,2005,433.0,3.5302,117563.0,3.4912,3.5687,10273.0,12436.0,1730.0
591,Panama,2010,479.0,4.3185,157309.0,4.2141,4.4219,6.0,17558.0,17073.0
591,Panama,2015,2038.0,4.6544,184710.0,4.5431,4.7651,2.0,19343.0,17303.0
591,Panama,2019,16389.0,4.3583,185072.0,4.2772,4.4392,94598.0,113526.0,2539.0
598,Papua New Guinea,2005,4.0,0.4635,30106.0,0.3818,0.5425,135.0,10138.0,9999.0
598,Papua New Guinea,2010,1.0,0.4162,30425.0,0.3331,0.4964,,9699.0,9698.0
598,Papua New Guinea,2015,400.0,0.3816,30940.0,0.3072,0.4531,,9910.0,9510.0
598,Papua New Guinea,2019,138.0,0.3556,31212.0,0.2856,0.4229,,9900.0,9762.0
600,Paraguay,2005,8.0,2.8887,168243.0,2.8094,2.9656,,58.0,50.0
600,Paraguay,2010,8.0,2.5656,160299.0,2.5051,2.6241,,115.0,107.0
600,Paraguay,2015,39.0,2.3392,156462.0,2.2879,2.3887,,200.0,161.0
600,Paraguay,2019,659.0,2.2786,160519.0,2.2261,2.3294,3350.0,4293.0,284.0
604,Peru,2005,336.0,0.2795,77877.0,0.2785,0.2804,1.0,1185.0,848.0
604,Peru,2010,264.0,0.3607,104706.0,0.334,0.3876,1.0,1411.0,1146.0
604,Peru,2015,366.0,0.5079,154774.0,0.4152,0.6019,,1773.0,1407.0
604,Peru,2019,382152.0,2.4059,782169.0,2.1871,2.6276,475357.0,860145.0,2636.0
608,Philippines,2005,42.0,0.2982,257468.0,0.2898,0.3066,775.0,913.0,96.0
608,Philippines,2010,73.0,0.222,208599.0,0.2162,0.2277,139577.0,139893.0,243.0
608,Philippines,2015,163.0,0.2075,211862.0,0.2012,0.2136,385746.0,386163.0,254.0
608,Philippines,2019,297.0,0.2021,218530.0,0.1957,0.2085,225829.0,226775.0,649.0
616,Poland,2005,1627.0,1.8831,722509.0,2.1497,1.599,75.0,6306.0,4604.0
616,Poland,2010,2126.0,1.676,642417.0,1.9202,1.4152,763.0,18444.0,15555.0
616,Poland,2015,2470.0,1.6285,619403.0,1.8348,1.4092,10825.0,29036.0,15741.0
616,Poland,2019,3108.0,1.7314,655985.0,1.8755,1.5781,10825.0,26482.0,12549.0
620,Portugal,2005,,7.3387,771184.0,7.2655,7.4169,,363.0,363.0
620,Portugal,2010,72.0,7.1991,762825.0,7.0819,7.3269,31.0,487.0,384.0
620,Portugal,2015,641.0,8.3409,864814.0,8.5451,8.1139,14.0,1354.0,699.0
620,Portugal,2019,802.0,8.6852,888162.0,8.8396,8.5131,14.0,3044.0,2228.0
624,Guinea-Bissau,2005,166.0,1.5418,20736.0,1.4998,1.5868,,7782.0,7616.0
624,Guinea-Bissau,2010,330.0,1.3832,21061.0,1.3707,1.3965,5.0,8014.0,7679.0
624,Guinea-Bissau,2015,123.0,1.2856,22333.0,1.291,1.2798,,8807.0,8684.0
624,Guinea-Bissau,2019,34.0,1.4012,26916.0,1.418,1.3836,,1886.0,1852.0
626,Timor-Leste,2005,10.0,1.1341,11286.0,1.1589,1.1098,,13.0,3.0
626,Timor-Leste,2010,4.0,1.0553,11540.0,1.0546,1.056,,5.0,1.0
626,Timor-Leste,2015,,0.7122,8520.0,0.57,0.8513,5.0,5.0,
626,Timor-Leste,2019,,0.6509,8417.0,0.5208,0.7783,2.0,2.0,
630,Puerto Rico,2005,,9.6959,352144.0,9.8048,9.5776,,,
630,Puerto Rico,2010,,8.5191,304969.0,8.708,8.3146,,,
630,Puerto Rico,2015,,8.2949,280494.0,8.4799,8.0933,,,
630,Puerto Rico,2019,,9.0962,266828.0,9.2672,8.9068,,,
634,Qatar,2005,28.0,74.6492,646026.0,52.5701,85.253,,74.0,46.0
634,Qatar,2010,16.0,78.4567,1456413.0,57.1668,85.0124,1200.0,1267.0,51.0
634,Qatar,2015,100.0,65.7767,1687640.0,44.0746,72.6261,1200.0,1433.0,133.0
634,Qatar,2019,100.0,78.7301,2229688.0,54.9724,86.5085,1200.0,1499.0,199.0
638,Réunion,2005,,14.5372,115076.0,13.8611,15.2388,,,
638,Réunion,2010,,14.8135,123029.0,14.0816,15.5936,,,
638,Réunion,2015,,14.7341,127209.0,14.0752,15.436,,,
638,Réunion,2019,,14.5291,129153.0,13.8732,15.2281,,,
642,Romania,2005,264.0,0.6778,145162.0,0.6832,0.6721,400.0,2720.0,2056.0
642,Romania,2010,388.0,0.8656,177211.0,0.8502,0.882,321.0,1730.0,1021.0
642,Romania,2015,138.0,1.4105,281048.0,1.3133,1.513,294.0,2858.0,2426.0
642,Romania,2019,376.0,2.3887,462552.0,2.1486,2.6422,225.0,4766.0,4165.0
643,Russian Federation,2005,292.0,8.121,11667588.0,7.6294,8.6858,481282.0,483097.0,1523.0
643,Russian Federation,2010,1463.0,7.8023,11194710.0,7.383,8.2872,126170.0,132555.0,4922.0
643,Russian Federation,2015,2423.0,8.0307,11643276.0,7.6183,8.5084,113474.0,431210.0,315313.0
643,Russian Federation,2019,672.0,7.98,11640559.0,7.5722,8.4521,72323.0,135465.0,62470.0
646,Rwanda,2005,4301.0,4.7871,423187.0,4.6496,4.9305,14849.0,64356.0,45206.0
646,Rwanda,2010,290.0,4.2523,426901.0,4.1585,4.3498,2.0,55690.0,55398.0
646,Rwanda,2015,253.0,4.5267,514647.0,4.4642,4.5915,2557.0,135553.0,132743.0
646,Rwanda,2019,299.0,4.276,539932.0,4.2053,4.3492,4990.0,150124.0,144835.0
654,Saint Helena,2005,,3.0388,163.0,,,,,
654,Saint Helena,2010,,4.7849,248.0,,,,,
